	GLOBALEVENTID	SQLDATE	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_FullName	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_FullName	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_FullName	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	DATEADDED	SOURCEURL
168404	460573651	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								CHNGOV	LI KEQIANG	CHN					GOV			1	42	42	4	1	1.9	46	6	46	-4.44988773219025	4	Tianjin, Tianjin, China	CH	CH28	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	39.1422	117.177	-1928564	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20150824	http://www.smh.com.au/world/tianjin-blast-how-do-we-know-all-is-well-caged-bunnies-20150824-gj6smg.html
168405	460573652	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								CHNGOV	CHINESE	CHN					GOV			1	111	111	11	3	-2.0	6	1	6	-1.28617363344051	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	20150824	http://allenbwest.com/2015/08/as-stock-market-tumbles-trump-warns-this-could-bring-us-down/
168406	460573653	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								CVL	CITIZEN						CVL			1	36	36	3	1	4.0	20	1	20	0.0	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19.0	39.5	-2037160	20150824	http://sudantribune.com/spip.php?article56167
168407	460573654	20150824	201508	2015	2015.6411	CHN	MANCHURIA	CHN								JPN	JAPAN	JPN								0	43	43	4	1	2.8	20	1	20	2.0954598370197903	1	Japan	JA	JA	36.0	138.0	JA	1	Japan	JA	JA	36.0	138.0	JA	1	Japan	JA	JA	36.0	138.0	JA	20150824	https://www.fandompost.com/2015/08/24/millennium-actress-anime-dvd-review/
168408	460573655	20150824	201508	2015	2015.6411	CHN	CHINESE	CHN								JPN	JAPANESE	JPN								0	56	56	5	1	7.0	5	1	5	-10.1321585903084	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	1	Japan	JA	JA	36.0	138.0	JA	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.freepressjournal.in/china-to-grant-amnesty-to-prisoners-who-fought-japan-in-ww-ii/
168409	460573656	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	62	62	6	2	7.4	8	1	8	-1.28205128205128	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	East China Sea, Japan (general), Japan	JA	JA00	29.0	125.0	-226888	4	East China Sea, Japan (general), Japan	JA	JA00	29.0	125.0	-226888	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168410	460573657	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								JPN	JAPAN	JPN								1	62	62	6	2	7.4	2	1	2	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	East China Sea, Japan (general), Japan	JA	JA00	29.0	125.0	-226888	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168411	460573658	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								MIL	FIGHTER JET						MIL			0	72	72	7	2	8.3	8	1	8	-1.28205128205128	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168412	460573659	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								MIL	FIGHTER JET						MIL			0	72	72	7	2	8.3	2	1	2	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168413	460573660	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								MNCKOR	SAMSUNG	KOR					MNC			1	110	110	11	3	-2.0	4	2	4	0.674211778252501	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	2	California, United States	US	USCA	36.17	-119.74600000000001	CA	20150824	http://www.talkandroid.com/262194-micromax-is-developing-its-own-android-based-os-for-future-smartphones-and-devices/
168414	460573661	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								MNCUSA	MICROSOFT	USA					MNC			1	110	110	11	3	-2.0	4	2	4	0.674211778252501	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	20150824	http://www.talkandroid.com/262194-micromax-is-developing-its-own-android-based-os-for-future-smartphones-and-devices/
168415	460573662	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUS	RUSSIAN	RUS								1	36	36	3	1	4.0	1	1	1	-1.28205128205128	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168416	460573663	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUS	RUSSIAN	RUS								1	36	36	3	1	4.0	5	2	5	0.395243789026175	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168417	460573664	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	61	61	6	2	6.4	8	1	8	-1.28205128205128	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168418	460573665	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	61	61	6	2	6.4	2	1	2	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168419	460573666	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	150	150	15	4	-7.2	8	1	8	-1.28205128205128	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168420	460573667	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	150	150	15	4	-7.2	2	1	2	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168421	460573668	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUSMED	RUSSIAN	RUS					MED			1	36	36	3	1	4.0	2	1	2	-1.28205128205128	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168422	460573669	20150824	201508	2015	2015.6411	CHN	CHINA	CHN								RUSMED	RUSSIA	RUS					MED			1	36	36	3	1	4.0	1	1	1	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
168423	460573670	20150824	201508	2015	2015.6411	CHN	CANTON	CHN								USA	OHIO	USA								0	90	90	9	2	-2.0	2	1	2	-3.0612244897959195	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://ehstoday.com/safety/chicken-processor-faces-861k-osha-fines-exposing-workers-hazards
168424	460573671	20150824	201508	2015	2015.6411	CHN	CANTON	CHN								USA	OHIO	USA								0	90	90	9	2	-2.0	3	1	3	-3.0612244897959195	1	China	CH	CH	35.0	105.0	CH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	1	China	CH	CH	35.0	105.0	CH	20150824	http://ehstoday.com/safety/chicken-processor-faces-861k-osha-fines-exposing-workers-hazards
168425	460573672	20150824	201508	2015	2015.6411	CHNBUS	CHINESE	CHN					BUS													1	16	16	1	1	-2.0	6	1	6	-2.460024600246	1	Denmark	DA	DA	56.0	10.0	DA	0							1	Denmark	DA	DA	56.0	10.0	DA	20150824	http://economictimes.indiatimes.com/tech/hardware/battleground-4g-make-in-india-drive-makes-chinese-companies-dump-phones-here-say-indian-rivals/articleshow/48660033.cms
168426	460573673	20150824	201508	2015	2015.6411	CHNGOV	SHANGHAI	CHN					GOV													1	20	20	2	1	3.0	9	2	9	-4.60693719030401	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.manilatimes.net/shanghai-showcases-role-saving-jews-in-wwii/212459/
168427	460573674	20150824	201508	2015	2015.6411	CHNGOV	LI KEQIANG	CHN					GOV			CHN	CHINA	CHN								1	43	43	4	1	2.8	707	99	707	-5.33918140825189	4	Tianjin, Tianjin, China	CH	CH28	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	39.1422	117.177	-1928564	20150824	http://www.smh.com.au/world/tianjin-blast-how-do-we-know-all-is-well-caged-bunnies-20150824-gj6smg.html
168428	460573675	20150824	201508	2015	2015.6411	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								1	111	111	11	3	-2.0	2	1	2	-1.28617363344051	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	20150824	http://allenbwest.com/2015/08/as-stock-market-tumbles-trump-warns-this-could-bring-us-down/
168590	460573837	20150824	201508	2015	2015.6411	CVL	CITIZEN						CVL			CHN	CHINESE	CHN								1	36	36	3	1	4.0	20	1	20	0.0	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	19.0	39.5	-2037160	20150824	http://sudantribune.com/spip.php?article56167
168625	460573872	20150824	201508	2015	2015.6411	DEU	GERMAN	DEU								CHN	CHINA	CHN								0	130	130	13	3	-4.4	94	42	86	-6.95562305270561	1	Germany	GM	GM	51.0	9.0	GM	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.KOB.com/article/stories/S3887595.shtml?cat=602
168626	460573873	20150824	201508	2015	2015.6411	DEU	GERMANY	DEU								CHN	CHINA	CHN								0	130	130	13	3	-4.4	82	41	82	-6.96963941055325	1	Germany	GM	GM	51.0	9.0	GM	1	Germany	GM	GM	51.0	9.0	GM	1	Germany	GM	GM	51.0	9.0	GM	20150824	http://www.KOB.com/article/stories/S3887595.shtml?cat=602
168629	460573876	20150824	201508	2015	2015.6411	DEUEDU	GERMAN	DEU					EDU			CHN	CHINA	CHN								0	130	130	13	3	-4.4	138	42	132	-6.95562305270561	1	Germany	GM	GM	51.0	9.0	GM	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.KOB.com/article/stories/S3887595.shtml?cat=602
168668	460573915	20150824	201508	2015	2015.6411	EDU	STUDENT						EDU			CHN	CHINA	CHN								1	40	40	4	1	1.0	10	1	10	2.4704618689581097	4	Chengyu, Shanxi, China	CH	CH24	36.7833	113.0	-1938811	4	Chengyu, Shanxi, China	CH	CH24	36.7833	113.0	-1938811	4	Chengyu, Shanxi, China	CH	CH24	36.7833	113.0	-1938811	20150824	http://www.androidheadlines.com/2015/08/sponsored-app-review-wcc-chinese-dictionary.html
168923	460574170	20150824	201508	2015	2015.6411	GOV	GOVERNMENT OFFICIAL						GOV			CHN	CHINA	CHN								1	42	42	4	1	1.9	12	2	12	4.16666666666667	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	20150824	http://www.themorningsun.com/general-news/20150824/gov-snyder-takes-walk-on-great-wall-during-china-trade-trip
169079	460574326	20150824	201508	2015	2015.6411	IGOUNO	UNITED NATIONS		UNO				IGO			CHN	CHINA	CHN								1	20	20	2	1	3.0	14	2	14	-4.3890507479957	1	United States	US	US	38.0	-97.0	US	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://arrowfm.co.uk/national-news/north-and-south-korea-in-deal-to-end-war-threat/
169080	460574327	20150824	201508	2015	2015.6411	IGOUNO	UNITED NATIONS		UNO				IGO			CHN	CHINA	CHN								0	20	20	2	1	3.0	1	1	1	-4.89296636085627	1	United States	US	US	38.0	-97.0	US	1	United States	US	US	38.0	-97.0	US	1	China	CH	CH	35.0	105.0	CH	20150824	http://arrowfm.co.uk/national-news/north-and-south-korea-in-deal-to-end-war-threat/
169259	460574506	20150824	201508	2015	2015.6411	JPN	JAPAN	JPN								CHN	CHINA	CHN								0	61	61	6	2	6.4	67	62	67	-6.6689756156292	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20150824	http://www.KOB.com/article/stories/S3887595.shtml?cat=602
169260	460574507	20150824	201508	2015	2015.6411	JPN	JAPAN	JPN								CHN	CHINA	CHN								0	61	61	6	2	6.4	324	70	300	-6.69126315164618	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.KOB.com/article/stories/S3887595.shtml?cat=602
169261	460574508	20150824	201508	2015	2015.6411	JPN	JAPAN	JPN								CHN	CHINA	CHN								1	62	62	6	2	7.4	8	1	8	-1.28205128205128	4	East China Sea, Japan (general), Japan	JA	JA00	29.0	125.0	-226888	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	East China Sea, Japan (general), Japan	JA	JA00	29.0	125.0	-226888	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
169262	460574509	20150824	201508	2015	2015.6411	JPN	JAPAN	JPN								CHN	CHINA	CHN								1	62	62	6	2	7.4	2	1	2	-1.28205128205128	4	East China Sea, Japan (general), Japan	JA	JA00	29.0	125.0	-226888	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
169477	460574724	20150824	201508	2015	2015.6411	MIL	NAVAL						MIL			CHN	CHINESE	CHN								1	62	62	6	2	7.4	20	1	20	0.0	5	Liaoning, Liaoning, China	CH	CH19	41.0	123.0	-1914920	5	Liaoning, Liaoning, China	CH	CH19	41.0	123.0	-1914920	5	Liaoning, Liaoning, China	CH	CH19	41.0	123.0	-1914920	20150824	http://sudantribune.com/spip.php?article56167
169478	460574725	20150824	201508	2015	2015.6411	MIL	MILITARY						MIL			CHN	SHANGHAI	CHN								1	75	75	7	2	7.0	16	2	16	-4.60693719030401	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.manilatimes.net/shanghai-showcases-role-saving-jews-in-wwii/212459/
169479	460574726	20150824	201508	2015	2015.6411	MIL	MILITARY						MIL			CHN	CHINA	CHN								1	75	75	7	2	7.0	4	1	4	-4.38931297709924	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	1	Taiwan	TW	TW	23.5	121.0	TW	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20150824	http://www.manilatimes.net/shanghai-showcases-role-saving-jews-in-wwii/212459/
169520	460574767	20150824	201508	2015	2015.6411	MNCKOR	SAMSUNG	KOR					MNC			CHN	CHINA	CHN								1	110	110	11	3	-2.0	4	2	4	0.674211778252501	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	20150824	http://www.talkandroid.com/262194-micromax-is-developing-its-own-android-based-os-for-future-smartphones-and-devices/
169528	460574775	20150824	201508	2015	2015.6411	MNCUSA	MICROSOFT	USA					MNC			CHN	CHINA	CHN								1	110	110	11	3	-2.0	4	2	4	0.674211778252501	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	25.2225	116.057	10999868	20150824	http://www.talkandroid.com/262194-micromax-is-developing-its-own-android-based-os-for-future-smartphones-and-devices/
169731	460574978	20150824	201508	2015	2015.6411	RUS	RUSSIAN	RUS								CHN	CHINA	CHN								1	36	36	3	1	4.0	1	1	1	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
169732	460574979	20150824	201508	2015	2015.6411	RUS	RUSSIA	RUS								CHN	CHINA	CHN								0	61	61	6	2	6.4	8	1	8	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
169733	460574980	20150824	201508	2015	2015.6411	RUS	RUSSIA	RUS								CHN	CHINA	CHN								0	61	61	6	2	6.4	2	1	2	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
169744	460574991	20150824	201508	2015	2015.6411	RUSMED	RUSSIAN	RUS					MED			CHN	CHINA	CHN								1	36	36	3	1	4.0	2	1	2	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
169745	460574992	20150824	201508	2015	2015.6411	RUSMED	RUSSIA	RUS					MED			CHN	CHINA	CHN								1	36	36	3	1	4.0	1	1	1	-1.28205128205128	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	39.9289	116.38799999999999	-1898541	20150824	http://www.breitbart.com/national-security/2015/08/24/russia-china-engage-in-war-games-in-sea-of-japan/
170017	460575264	20150824	201508	2015	2015.6411	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	42	42	4	1	1.9	8	2	8	4.16666666666667	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	20150824	http://www.themorningsun.com/general-news/20150824/gov-snyder-takes-walk-on-great-wall-during-china-trade-trip
170018	460575265	20150824	201508	2015	2015.6411	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	61	61	6	2	6.4	61	18	61	-6.8399496103389	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20150824	http://www.KOB.com/article/stories/S3887595.shtml?cat=602
170019	460575266	20150824	201508	2015	2015.6411	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	61	61	6	2	6.4	24	12	24	-6.69324635740245	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	1	Germany	GM	GM	51.0	9.0	GM	1	Germany	GM	GM	51.0	9.0	GM	20150824	http://www.sfgate.com/news/article/How-China-s-tremors-could-weaken-the-world-s-6462512.php
170020	460575267	20150824	201508	2015	2015.6411	USA	WASHINGTON	USA								CHN	CHINA	CHN								1	61	61	6	2	6.4	76	19	76	-6.8404245865225395	1	Germany	GM	GM	51.0	9.0	GM	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20150824	http://www.KOB.com/article/stories/S3887595.shtml?cat=602
170372	460576565	20150725	201507	2015	2015.5616	CHN	CHINESE	CHN								USAGOV	BARACK OBAMA	USA					GOV			1	40	40	4	1	1.0	2	1	2	-6.0	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://host.madison.com/wsj/news/local/govt-and-politics/scott-walker-obama-should-cancel-chinese-president-s-u-s/article_1e08864c-8506-5638-9855-965c7df2af56.html
170373	460576566	20150725	201507	2015	2015.5616	CHNGOV	CHINESE	CHN					GOV			USAGOV	BARACK OBAMA	USA					GOV			1	40	40	4	1	1.0	6	1	6	-6.0	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://host.madison.com/wsj/news/local/govt-and-politics/scott-walker-obama-should-cancel-chinese-president-s-u-s/article_1e08864c-8506-5638-9855-965c7df2af56.html
170386	460576579	20150725	201507	2015	2015.5616	USAGOV	BARACK OBAMA	USA					GOV			CHN	CHINESE	CHN								1	40	40	4	1	1.0	2	1	2	-6.0	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://host.madison.com/wsj/news/local/govt-and-politics/scott-walker-obama-should-cancel-chinese-president-s-u-s/article_1e08864c-8506-5638-9855-965c7df2af56.html
170387	460576580	20150725	201507	2015	2015.5616	USAGOV	BARACK OBAMA	USA					GOV			CHNGOV	CHINESE	CHN					GOV			1	40	40	4	1	1.0	6	1	6	-6.0	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20150824	http://host.madison.com/wsj/news/local/govt-and-politics/scott-walker-obama-should-cancel-chinese-president-s-u-s/article_1e08864c-8506-5638-9855-965c7df2af56.html
170645	460576838	20150824	201508	2015	2015.6411	AUS	AUSTRALIA	AUS								CHN	CHINA	CHN								0	61	61	6	2	6.4	8	4	8	-6.996823956442831	1	Indonesia	ID	ID	-5.0	120.0	ID	1	Australia	AS	AS	-27.0	133.0	AS	1	Brazil	BR	BR	-10.0	-55.0	BR	20150824	http://www.statesville.com/news/business/ap/how-china-s-tremors-could-weaken-the-world-s-major/article_bed70e8b-ccfa-5611-9773-fdfbe59802d0.html
170765	460576958	20150824	201508	2015	2015.6411	BUSMED	BUSINESS						BUS	MED		CHN	CHINA	CHN								1	61	61	6	2	6.4	40	5	40	-7.00254298976186	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	20150824	http://www.whig.com/story/29867724/how-chinas-tremors-could-weaken-the-worlds-major-economies
170766	460576959	20150824	201508	2015	2015.6411	BUSMED	BUSINESS						BUS	MED		CHN	CHINA	CHN								1	61	61	6	2	6.4	2	1	2	-6.990291262135919	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	35.685	139.751	-246227	1	Germany	GM	GM	51.0	9.0	GM	20150824	http://www.whig.com/story/29867724/how-chinas-tremors-could-weaken-the-worlds-major-economies
